C:\EngNCERP\eegdata\dat\vhassanssvep.NED	Frequency:	512Hz
²ÉÑù	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
0.066	-226.869	-262.424	-29052.525	-5949.495	-243.434	-230.707	-23780.505	-64410.000	-45114.646	-38742.525	-16158.182	-18336.061	-5479.495	-8433.535	-11427.273	-13397.172	1472.626	-10056.970	-20248.687	-4772.020	-16807.576	-46916.263	3275.253	3071.616	2860.000	3117.071	3355.253	-8222.525	-7964.040	-4516.869	-28855.859	-32870.202	-10804.141	-26184.545	-11121.717	-38088.384	
0.068	-226.162	-259.596	34625.152	34499.596	-244.949	-228.384	34737.374	34603.030	31046.465	31009.192	31687.374	31099.596	31603.939	31879.495	31344.343	32131.414	31099.091	30780.606	31585.657	31445.051	31822.222	31715.455	31965.556	31926.061	31255.556	29822.323	31938.384	31436.667	31562.121	31630.404	31966.970	31924.646	31049.091	31079.899	31728.687	31281.515	
0.070	-217.273	-11168.889	-12020.404	-17155.152	-1041.616	-228.081	23327.576	31651.818	73794.343	63857.273	15289.394	-5550.404	-29160.707	6390.101	-37398.182	4210.404	-41901.414	126466.162	62090.808	121002.323	7079.394	87692.626	-49471.010	-11235.960	-16795.051	-82536.465	-36190.606	-8916.768	37164.444	-19083.434	50683.333	14823.737	-4939.495	-8602.525	-8854.040	18434.343	
0.072	485.556	-29982.424	-677621.515	-779909.596	-4639.495	526.667	-662747.980	-594690.808	-413810.808	-425956.061	-655806.768	-684784.444	-772442.929	-690532.727	-761878.182	-679377.980	-844665.556	-18615.859	-457008.485	-191290.202	-622998.182	-377842.727	-907369.899	-827095.455	-832244.848	-941147.879	-881864.949	-716805.051	-622391.818	-756285.859	-493402.121	-627749.293	-687410.303	-681863.939	-696644.949	-594510.505	
0.074	4938.788	2241.919	-1559937.576	-1787112.929	4516.869	5434.747	-1682393.939	-1531129.495	-1345715.253	-1285677.172	-1676171.313	-1668669.697	-1764105.556	-1716273.131	-1730456.162	-1681726.263	-1845407.273	-1400198.283	-1371724.343	-1560616.768	-1522570.202	-1382066.465	-1907604.646	-1878518.687	-1873051.414	-1915118.687	-1896576.162	-1715947.374	-1700547.576	-1759933.838	-1392407.980	-1601330.909	-1666262.020	-1643533.838	-1672091.414	-1525381.919	
0.076	4743.333	4946.061	-2016509.091	-2016509.091	5454.949	5346.566	-2016509.091	-2016509.091	-1893803.030	-1785369.495	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-1907536.667	-2016509.091	-2016509.091	-1965347.273	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-1915845.960	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	
0.078	25171.212	25407.778	-2016509.091	-2016509.091	26110.000	26003.737	-2016509.091	-2016509.091	-2016509.091	-1947445.859	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	
0.080	17498.283	17626.869	-1966657.273	-2016509.091	18091.818	18029.798	-2016509.091	-2016509.091	-1934123.636	-1788657.980	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-1998117.071	-2016509.091	-1867123.939	-2016509.091	-1953465.051	-2009311.212	-2000800.909	-2016509.091	-2012389.091	-1988413.131	-2002491.919	-2016509.091	-2016509.091	-2016509.091	-1897388.182	-2016509.091	-1998958.687	-2016509.091	-2000058.485	-2016509.091	
0.082	470.202	464.848	-1387068.586	-1452466.869	495.657	499.293	-1551808.384	-1541692.121	-1392808.687	-1274031.515	-1503359.192	-1493289.899	-1410749.394	-1474502.323	-1428372.121	-1484358.182	-1306836.364	-1775093.434	-1298412.828	-1682289.596	-1343552.828	-1478081.919	-1266368.687	-1313119.798	-1302817.273	-1241062.828	-1268665.253	-1444224.646	-1507139.798	-1413018.485	-1338000.707	-1526929.394	-1395245.960	-1488140.707	-1396202.525	-1481970.505	
0.084	-205.253	-227.172	-563983.535	-470477.677	-216.566	-210.303	-604599.596	-699497.374	-598742.626	-544643.232	-545649.394	-556926.263	-445055.354	-495443.838	-492925.152	-532063.838	-315901.010	-646716.465	-507260.707	-548227.172	-505665.859	-643755.859	-250622.121	-271691.818	-272690.000	-238955.051	-249713.131	-481602.121	-499186.465	-437223.535	-541505.556	-622895.051	-481439.596	-583291.313	-484559.596	-622972.424	
